AMI,NMI,ARI,RI,H,C,V
0.948104115581752,0.9481137846862868,0.9451693658725504,0.9830091638783144,0.9962110071035738,0.9044469454429778,0.9481137846862868
0.9158528943313632,0.9158754206573292,0.9146594519924224,0.9740179877448288,0.994302213503083,0.848916131346332,0.9158754206573292
0.9728245920994568,0.9728286759227136,0.9815541945153234,0.9941618242558952,0.9958943593758208,0.9508072449050248,0.9728286759227138
0.96067343170761,0.9606793154942896,0.9659787671418382,0.9893309699312316,0.9971727468091838,0.9267626745539278,0.9606793154942896
0.9655301519619136,0.9655375990368014,0.9738374164294716,0.9917573051208022,0.997286459084555,0.9357478362048396,0.9655375990368013
0.9483578815332044,0.9483667703096382,0.9528030555079456,0.9853124353759988,0.996796553162447,0.904424903205512,0.9483667703096385
0.9214098528511446,0.921425091972756,0.9007868479395028,0.9700349878556288,0.996397017538779,0.8569458909891505,0.921425091972756
0.9155618440616308,0.9155836478612844,0.8972615328070267,0.9690307841297178,0.9947867597236862,0.8480624579511331,0.9155836478612844
0.9693456645835556,0.9693510151940764,0.9740346202040427,0.9918187499641352,0.9991175182109112,0.9413068534393676,0.9693510151940764
0.9341401031623991,0.934153047318595,0.928604682472052,0.978086941412625,0.9952995526929904,0.880084792823077,0.934153047318595
0.937572926727823,0.9375873842625074,0.941229271220019,0.9818324335766409,0.9964218664481476,0.8853133862635465,0.9375873842625072
0.9197478161983904,0.9197629246584238,0.9170882710663972,0.9747030174955844,0.988664350001991,0.8598394873039704,0.9197629246584238
0.903550821990938,0.9035640813603922,0.8803208930584692,0.9642662957960206,0.9951914674885116,0.8273865153393372,0.903564081360392
0.929633561636828,0.929647659662641,0.9227650357849794,0.9763596401939338,0.9895140411892984,0.876611944230972,0.929647659662641
0.9343726607111216,0.9343876960787492,0.9329638992433368,0.9793778563398148,0.9968361507749413,0.8793023418633914,0.9343876960787492
0.9322897272756908,0.9323027604413292,0.9291860006984732,0.9782632837028584,0.997766045604503,0.8749006556469489,0.9323027604413292
0.9456925353903988,0.9457061616296044,0.95580021598721,0.9862215196483451,0.9970957539695322,0.8993541031191377,0.9457061616296044
0.859462628274189,0.8594888634069949,0.796751340119015,0.9420042579393372,0.9910441531673884,0.7587670011402127,0.8594888634069949
0.9513258312810275,0.9513343229906948,0.9583652570575776,0.9870010044327328,0.9958422896481752,0.9106346104937274,0.9513343229906948
0.9504185322154972,0.9504300561462884,0.9560142703121476,0.9862861363868344,0.9967415358357968,0.9082310292642752,0.9504300561462882
0.9680208917453152,0.9680260186378552,0.9757244724360232,0.9923433553021904,0.9974946233783546,0.9402486110922978,0.968026018637855
0.9590767376693576,0.9590834033577404,0.9533811607208612,0.9854879560415836,0.998322088268247,0.922812591623065,0.9590834033577402
