AMI,NMI,ARI,RI,H,C,V
0.8777035458239723,0.8778557866994979,0.9335501737585772,0.9668172081391786,0.8629112413496837,0.8933270966894007,0.8778557866994979
0.9582535390510052,0.9582719635116164,0.98193112237159,0.9909652645466406,0.9946543626783378,0.9244572302480152,0.9582719635116164
0.8978470693783128,0.897955137742066,0.9447785042816572,0.9724067031071812,0.8819964757315822,0.9145019470346428,0.897955137742066
0.9075005908826578,0.9075906107765688,0.9521386151342384,0.9760692211326176,0.9826635798551054,0.8431742663404327,0.9075906107765688
0.9247538329541516,0.9248123444478742,0.9618409257831356,0.9809260742122932,0.9291342662509792,0.920530443822648,0.9248123444478742
0.9164509011309956,0.9165167960016178,0.9519104469817528,0.9759636937354668,0.8894049286096573,0.9453335439882136,0.9165167960016176
0.883907041359571,0.884003279053054,0.9336379519121916,0.9668530753544264,0.8942757618088258,0.8739641147578544,0.884003279053054
0.9244264312628732,0.9244853614335972,0.9624048580224692,0.981207826312794,0.9299632506513876,0.9190716286207448,0.9244853614335972
0.7961442136726745,0.7962182601789145,0.7803239504568393,0.8901127915885763,0.99148519185984,0.6652093548402076,0.7962182601789144
0.9017768827814356,0.9018759678479752,0.9466436870259016,0.973338127152303,0.911255877046567,0.8926871932932641,0.9018759678479752
0.934309069145456,0.9343816204608776,0.9709301336051952,0.9854666908086156,0.9578604616275378,0.9120262561201422,0.9343816204608776
0.8858592805249553,0.8859778279568117,0.9401156509981567,0.9700838903915188,0.907191095215902,0.8657339717129947,0.8859778279568117
0.9430205108278128,0.9430454204804938,0.9734687464354126,0.9867337109906222,0.9895266827583528,0.9007349905853296,0.9430454204804938
0.9277476592414996,0.9278029509361018,0.9642376035782806,0.9821233477853724,0.9347379884594124,0.920970060854892,0.927802950936102
0.8496808706089204,0.8498424965119423,0.9051643668795836,0.9526850067693968,0.8295961818716618,0.8711017556725338,0.8498424965119424
0.8709693424667022,0.8710773637149524,0.9172472992905836,0.958682869429076,0.8482796100563826,0.895134351765771,0.8710773637149523
0.8943583987510499,0.8945335755964312,0.9472278161513916,0.9736305962038658,0.9009845333423524,0.8881743375512454,0.8945335755964313
0.9627371377890463,0.9627537650066134,0.9835933494244044,0.991796433243118,0.9955592019529926,0.9320413535349232,0.9627537650066136
0.9010857306598398,0.9012052837345716,0.9483764928924208,0.9741983353290774,0.8613968929229636,0.9448713428921638,0.9012052837345716
0.9696126674777188,0.9696216426831856,0.9870414207510964,0.9935205659587284,0.9942894058344408,0.9461482350110566,0.9696216426831856
0.886763736049494,0.8868809596521554,0.9306202749696004,0.965340083860142,0.8543893573891164,0.9219415048549584,0.8868809596521553
0.9191229489531696,0.919210432526774,0.956759318057326,0.9783814897512674,0.9756534195107314,0.8689409207329708,0.919210432526774
0.8980823173929336,0.8981606919790928,0.9393138489507932,0.9696776833754592,0.8685691169703219,0.929839715739954,0.8981606919790928
0.9646305245951156,0.9646463511613697,0.9851759062803568,0.9925877590812116,0.995451027461544,0.9356909763140012,0.9646463511613697
0.8521985719397156,0.8523371747655852,0.8879176163443486,0.9439654706750944,0.9757678781673784,0.7566269193296405,0.8523371747655852
0.8763326684153564,0.8764821836941278,0.9239859365140882,0.962015841209356,0.9466994022402788,0.8159618423148483,0.8764821836941279
0.8549504254996774,0.855119366891232,0.9074892164267374,0.9537786543398682,0.775797652061158,0.952508997947092,0.8551193668912319
0.957335710096702,0.9573547472313756,0.9812053589087152,0.9906023574699524,0.9937518981265032,0.9235295592857662,0.9573547472313754
0.9340199301922176,0.9340690950286336,0.9692370213952674,0.9846212616530636,0.926667073254226,0.9415903205653524,0.9340690950286336
0.9421475269487108,0.9421970315811986,0.9750631932049176,0.9875321238447408,0.9726085407443812,0.9136296727710776,0.9421970315811986
0.9491884211120256,0.9492248523803328,0.9770927327081436,0.9885473821038152,0.9518602955565914,0.946603962565506,0.9492248523803328
0.7853482262278066,0.7855480574759218,0.778083477611981,0.8893365040527793,0.6756218190402983,0.9381961353987452,0.7855480574759218
0.94179520016096,0.9418374005758552,0.9751293467969436,0.987565916811396,0.9539624229322268,0.9300167319668792,0.9418374005758552
0.9058597938215752,0.9059511090256844,0.9485711368817332,0.9742980721155736,0.8761078164592248,0.9378992330864636,0.9059511090256844
0.6838759998213468,0.6844889471067431,0.7082843225132643,0.8568249044657276,0.7896452100345439,0.6040484227356357,0.684488947106743
0.8608301824212808,0.860942784408325,0.922550431784896,0.961366774253908,0.8556141964094621,0.866338159025192,0.8609427844083251
0.950562124316634,0.9505836725067632,0.976807795890558,0.988403394680676,0.9950283221319528,0.9099396544207792,0.9505836725067632
0.9554210648620384,0.955444050633326,0.9795671447455624,0.9897840664001544,0.969347034629022,0.9419342381816382,0.9554440506333258
0.9330351598389448,0.9330853728119716,0.9667921218691712,0.9833993563779472,0.919517324719848,0.9470598276065,0.9330853728119716
0.9436556240358374,0.9436856692209782,0.9734061987750774,0.9867045850833004,0.9553170854024952,0.9323340814732736,0.9436856692209784
0.8673837360336342,0.8675242637705817,0.9104395507614764,0.9552815338722634,0.8295345056376127,0.9091606173172688,0.8675242637705818
0.949257198440423,0.9492803650200524,0.9766658886007528,0.9883324380934024,0.9905155304881144,0.9113412261557868,0.9492803650200524
0.694307447342565,0.6947023824938131,0.6974641666805959,0.8489135474793342,0.9574283900985496,0.5451177202824967,0.6947023824938131
0.9477597992902292,0.9477946906630208,0.9774153235806604,0.9887078770886712,0.9771581391736353,0.9201444932520062,0.9477946906630208
0.8644068232295483,0.8646152784950916,0.9134994290235174,0.9568191570685854,0.8592470162968864,0.8700510402976386,0.8646152784950917
0.9266397274069088,0.926681077165139,0.9631309993539776,0.981570474108408,0.9309594099535056,0.9224418876461496,0.9266810771651388
0.9153725559739528,0.9154209064311752,0.9536593334298632,0.9768396316307354,0.9020303344029684,0.9292150332559024,0.9154209064311752
0.9690649897926265,0.9690809200326838,0.9873443014011126,0.993672072533016,0.9894425349342464,0.9495404452729336,0.9690809200326838
0.7467942989869434,0.7469112592660073,0.7252590177742334,0.862552596246215,0.9831712725553156,0.6022001418061215,0.7469112592660073
0.958023177323393,0.9580420221948799,0.9818374401811939,0.9909184210992567,0.9926557797570915,0.9257608797235469,0.9580420221948799
